censor,closure_time,start_year,Business type,Rate type (STD),type,sq(ft),is_downtown_association,zone,zone_type,is_home_occ,ft to downtown
0,5593,2010,Rental- Residential,Residential Rental,Rental,8761.388632886465,False,R-3,Residential,False,3191.9486345828955
1,7556,2005,Retail,Downtown Association,Downtown Association,8746.463315411262,True,C,Commercial,False,0.0
1,7410,2005,Medical Services,Professional Service,Service,25614.63317779357,False,O,Office,False,10178.67581817338
1,7591,2005,Apparel/Accessories,General Retailer,Retail,11641.790981071135,False,C,Commercial,False,6884.379290663479
1,3314,2017,Home Occupation,General Service,Service,1040694.0422821196,False,R-2,Residential,True,10747.129610853885
0,966,2023,Entertainment,Downtown Association,Downtown Association,19688.68976216909,True,C,Commercial,False,0.0
0,4214,2014,Gardening,General Service,Service,6935.609287042093,False,R-1,Residential,False,6178.1481233166905
0,7695,2005,"Computers, Sales & Service",General Service,Service,52241.25186367986,False,O,Office,False,7080.311324189817
0,903,2023,Home Occupation,General Service,Service,23896.378146708084,False,R-4,Residential,True,6190.329722083265
1,10018,1998,Beauty Salon,General Service,Service,34442.694446183414,False,C,Commercial,False,6326.878820435141
1,10418,1997,Rental- Commercial,Commercial Rental Property,Rental,7816.351593658221,False,R-2,Residential,False,1120.6476309781117
0,1786,2021,Personal Services,General Service,Service,28949.470103069067,False,C,Commercial,False,7180.360804998378
1,3780,2015,Home Occupation,General Retailer,Retail,3742.061450622578,False,R-2,Residential,True,2611.1812965519257
0,3332,2017,Home Occupation,Professional Service,Service,15746.466317928014,False,R-4,Residential,True,5532.730974765254
0,39,2026,Beauty Salon,General Service,Service,54141.57680299135,False,C,Commercial,False,11211.302957376229
0,613,2024,Home Occupation,General Retailer,Retail,48853.6678684179,False,R-4,Residential,True,3121.242758412552
1,1709,2021,Maintenance,General Service,Service,3281054.0784845315,False,C,Commercial,False,29728.72972885634
0,7165,2006,Home Occupation,General Retailer,Retail,60094.19168354384,False,R-4,Residential,True,5336.893897061972
0,739,2024,Home Occupation,General Retailer,Retail,6075.109081081224,False,R-1,Residential,True,11847.004254351205
1,2030,2020,Home Occupation,General Retailer,Retail,6837.965447313826,False,R-1,Residential,True,8215.715139413534
0,396,2025,Home Occupation,General Service,Service,4864.256676412304,False,R-1,Residential,True,9588.102608666795
1,14667,1986,Contractor- Specialty,Contractor,Service,210859.2925885252,False,C,Commercial,False,13519.861332968152
1,4860,2012,Contractor- Specialty,General Service,Service,210859.2925885252,False,C,Commercial,False,13519.861332968152
1,6737,2007,Misc Business Services,Utilities/Transportation,Other,36284.1011744882,False,O,Office,False,192.79494714003096
0,1452,2022,Rental- Residential,Residential Rental,Rental,25179.4966152406,False,R-3,Residential,False,7282.59962357173
1,9268,2000,Advertising,General Service,Service,28741.170103438617,False,C,Commercial,False,6266.815613009545
0,2859,2018,Hotels and Motels,General Service,Service,5826.491901052671,False,R-1,Residential,False,7692.94816277031
1,6843,2007,Retail,General Retailer,Retail,11823.098050098934,False,C,Commercial,False,7085.038024333821
1,4250,2014,Home Occupation,General Service,Service,32828.32304179366,False,R-2,Residential,True,9175.360514022532
0,2258,2019,Home Occupation,Contractor,Service,36066.58121964952,False,C,Commercial,True,11151.057312089331
0,1597,2021,Home Occupation,General Service,Service,4559.924475002672,False,R-2,Residential,True,3476.2858005514486
1,1542,2021,Home Occupation,General Service,Service,8246.447760776426,False,R-1,Residential,True,7642.625500393017
1,2496,2019,Medical Services,General Service,Service,5877.3467955015285,False,O,Office,False,287.61447159881726
1,2677,2018,Miscellaneous Business,General Service,Service,11395.075703541184,False,O,Office,False,1728.289746553542
1,3805,2015,Retail,General Retailer,Retail,4685.398112040436,False,C,Commercial,False,940.497356886758
1,4645,2013,Home Occupation,General Service,Service,6978.15831610632,False,R-1,Residential,True,5419.580942584013
1,8556,2002,Apparel/Accessories,General Retailer,Retail,106851.71203752069,False,C,Commercial,False,11395.48461813176
1,6381,2008,Retail,General Retailer,Retail,29423.73923377917,False,M,Manufacturing,False,12211.341292076084
0,9423,2000,Beauty Salon,General Service,Service,76045.2036602782,False,C,Commercial,False,10024.543732764068
1,2012,2020,Rental- Residential,Residential Rental,Rental,49528.171551684776,False,R-4,Residential,False,4069.578545155685
1,2934,2018,Retail,General Retailer,Retail,6549.6366523317065,False,R-3,Residential,False,1241.70142925482
1,5639,2010,Rental- Residential,Residential Rental,Rental,6630.080885782496,False,R-1,Residential,False,9697.746533464477
0,310,2025,Home Occupation,General Service,Service,6780.722036851937,False,R-1,Residential,True,4395.286033862
1,8059,2004,Home Occupation,General Service,Service,137598.97772719368,False,R-4,Residential,True,3079.9175517103417
0,1660,2021,Home Occupation,General Service,Service,282663.4622377588,False,R-2,Residential,True,11723.054286484785
1,2090,2020,Beauty Salon,Downtown Association,Downtown Association,5029.93345946748,True,C,Commercial,False,0.0
0,947,2023,Beauty Salon,General Service,Service,5642.0460116239765,False,R-3,Residential,False,881.8876383886462
1,5646,2010,Photographic Studio/Portrait,Professional Service,Service,113632.1974917182,False,C,Commercial,False,9579.082832893837
1,11790,1993,Medical Services,Professional Service,Service,102640.5814312235,False,BP,Commercial,False,14423.91410514908
0,12413,1992,Rental- Residential,Residential Rental,Rental,7365.115865698973,False,R-2,Residential,False,9287.482697245256
0,2543,2019,Home Occupation,General Service,Service,18754.716872090787,False,C,Commercial,True,2848.067026443813
1,5390,2011,Medical Services,Professional Service,Service,5023.855773786691,False,O,Office,False,1756.750126889655
1,2997,2017,Recreation-Instruction/Training,General Service,Service,13877.57614251884,False,R-2,Residential,False,2707.306094130685
0,2443,2019,Home Occupation,General Service,Service,10783.539216231891,False,R-2,Residential,True,1188.5064014533646
1,4141,2014,Personal Services,General Service,Service,1294.1950698772484,False,C,Commercial,False,773.7914858414272
1,5993,2009,Engineer,General Service,Service,29964.45308200769,False,C,Commercial,False,2484.212764084553
1,4112,2014,Home Occupation,Professional Service,Service,9086.2379969394,False,R-1,Residential,True,7161.724167214661
1,9244,2000,Real Estate Agent,General Service,Service,49936.40661508049,False,C,Commercial,False,7063.401905024926
0,1045,2023,Food Store,General Service,Service,173168.46892170244,False,C,Commercial,False,8757.835186938482
0,582,2024,"Accounting,Auditing/CPA/Tax Service",Professional Service,Service,25511.329248959304,False,O,Office,False,10195.909687460093
0,1541,2021,Rental- Residential,Residential Rental,Rental,50391.11875452285,False,C,Commercial,False,2385.168428174053
0,15954,1982,Rental- Residential,Residential Rental,Rental,46623.73244130657,False,R-4,Residential,False,2461.9676719554745
0,12301,1992,Miscellaneous Business,Utilities/Transportation,Other,50429.21980668665,False,C,Commercial,False,3605.373749746985
1,7627,2005,Home Occupation,Contractor,Service,6661.411069764557,False,R-1,Residential,True,10627.007946050204
1,6162,2009,Home Occupation,Contractor,Service,6560.263643359993,False,R-1,Residential,True,10393.29747800942
0,1446,2022,Rental- Residential,Residential Rental,Rental,5876.388908603266,False,R-3,Residential,False,7159.563093751644
0,261,2025,Homestay,Residential Rental,Rental,7252.258061544518,False,R-2,Residential,False,7681.863592289214
1,14340,1986,Rental- Residential,Residential Rental,Rental,6309.1059571822,False,R-3,Residential,False,7319.44593455161
0,11328,1995,Contractor- General,Contractor,Service,261915.70553040924,False,C,Commercial,False,12033.154451328925
1,7931,2004,Contractor- Specialty,Contractor,Service,43581.7688247293,False,M,Manufacturing,False,13053.46334548379
0,2634,2018,Beauty Salon,General Service,Service,9405.67721938189,False,O,Office,False,855.5839634674401
0,5021,2012,"Wholesale, Distributors",General Retailer,Retail,18356.06145977788,False,C,Commercial,False,9116.07831470354
0,36,2026,Manufacturing,General Manufacturer,Other,18725.86874333654,False,C,Commercial,False,8943.478976482767
1,13839,1988,Home Occupation,Professional Service,Service,9678.796513776942,False,R-1,Residential,True,6561.338435597401
1,6897,2007,Artist/Art Dealer/Sales/Gallery,Downtown Association,Downtown Association,7828.520128081924,True,C,Commercial,False,0.0
0,1457,2022,Rental- Residential,Residential Rental,Rental,6017.396749802289,False,R-1,Residential,False,8148.786646227277
1,9766,1999,Home Occupation,General Service,Service,7556.097815870247,False,R-2,Residential,True,2465.9007222310047
0,8159,2003,Home Occupation,General Service,Service,6316.921424726648,False,R-1,Residential,True,7084.747876397102
1,2920,2018,Business/ Services/ Professions,General Service,Service,6195.2053808079945,False,O,Office,False,21.76895919525653
0,1337,2022,Home Occupation,General Service,Service,7378.339430615567,False,R-1,Residential,True,8746.32571127618
0,4388,2014,Health Spa/Fitness,General Service,Service,9920.714703269396,False,C,Commercial,False,1304.3805681334034
0,1556,2021,Health Spa/Fitness,General Service,Service,94157.21015825246,False,C,Commercial,False,7336.684202390876
0,12541,1991,Home Occupation,General Service,Service,9442.332273376103,False,R-1,Residential,True,2701.060673862577
1,2319,2019,Home Occupation,General Service,Service,692267.4662046115,False,R-1,Residential,True,11896.491052812054
0,111,2025,Home Occupation,General Service,Service,5979.624264553072,False,R-1,Residential,True,3839.6218961434793
1,1794,2021,Personal Services,Downtown Association,Downtown Association,36099.68329911458,True,C,Commercial,False,0.0
1,5667,2010,Home Occupation,General Service,Service,5979.624264553072,False,R-1,Residential,True,3839.6218961434793
0,15954,1982,Legal Services,Downtown Association,Downtown Association,5558.652458446479,False,O,Office,False,0.0
1,4826,2012,"Wholesale, Distributors",General Wholesaler,Other,85640.01699504977,False,C,Commercial,False,8935.549108475205
1,4552,2013,Home Occupation,Professional Service,Service,28765.799242019795,False,R-3,Residential,True,8453.487006548778
1,11729,1994,Personal Services,Massage Therapist,Service,5980.688063465659,False,O,Office,False,449.4744973247865
1,6346,2008,Retail,General Retailer,Retail,24016.37445460665,False,C,Commercial,False,3812.761508292324
0,11092,1995,Contractor- General,Contractor,Service,10870.345754544003,False,C,Commercial,False,12748.752366330256
1,4105,2014,Professional,Professional Service,Service,139576.2082619505,False,M,Manufacturing,False,10677.595380653587
0,11827,1993,"Computers, Sales & Service",General Service,Service,142719.55658293143,False,C,Commercial,False,12125.883246372674
0,2345,2019,Professional,Professional Service,Service,139576.2082619505,False,M,Manufacturing,False,10677.595380653587
0,532,2024,Medical Services,Professional Service,Service,97915.6927441578,False,C,Commercial,False,12873.812385833986
0,1435,2022,Rental- Residential,Residential Rental,Rental,12112.660498979272,False,R-4,Residential,False,7086.666250533984
1,5653,2010,Rental- Residential,Residential Rental,Rental,152911.7341915805,False,R-3,Residential,False,6281.130393335416
1,9114,2001,Rental- Residential,Residential Rental,Rental,135865.55892859172,False,R-2,Residential,False,7313.1724757660895
1,6563,2008,Retail,General Retailer,Retail,10964.782317986886,False,C,Commercial,False,2523.626954686569
1,6758,2007,Home Occupation,General Retailer,Retail,516017.9965464648,False,R-2,Residential,True,7799.28587419948
1,4922,2012,Rental- Residential,Residential Rental,Rental,282663.4622377588,False,R-2,Residential,False,11723.054286484785
1,15954,1982,Restaurant,Downtown Association,Downtown Association,37187.77312983599,True,C,Commercial,False,0.0
0,64,2026,Medical Services,Professional Service,Service,21729.144200037383,False,C,Commercial,False,469.7489532004769
1,5219,2011,Software Development,General Service,Service,7803.032943503951,False,C,Commercial,False,474.7872579128374
0,3091,2017,Retail,General Retailer,Retail,1135636.335310187,False,C,Commercial,False,5655.712202534292
0,8540,2002,Medical Services,Professional Service,Service,94157.21015825246,False,C,Commercial,False,7408.418814303552
1,7766,2004,Retail,Downtown Association,Downtown Association,4257.312988245514,True,C,Commercial,False,0.0
1,7856,2004,Restaurant,General Retailer,Retail,5221.419814831484,False,C,Commercial,False,1630.1835025850992
1,4662,2013,Restaurant,Downtown Association,Downtown Association,40800.80106152653,True,C,Commercial,False,0.0
0,178,2025,Restaurant,General Service,Service,52865.36938039569,False,C,Commercial,False,1736.1613791974069
0,1820,2021,Home Occupation,General Retailer,Retail,6261.504555523057,False,R-1,Residential,True,10784.253888328552
0,6729,2007,Retail,General Retailer,Retail,50817.15560035894,False,C,Commercial,False,4558.242687570874
1,4166,2014,Personal Services,General Retailer,Retail,7190.355462233589,False,R-1,Residential,False,4884.561593293666
1,5624,2010,Rental- Residential,Residential Rental,Rental,4556.833950134404,False,R-1,Residential,False,11529.098768597123
0,688,2024,Medical Services,Professional Service,Service,18253.8182117862,False,C,Commercial,False,3672.803696403993
0,5279,2011,Beauty Salon,General Retailer,Retail,25140.533906595498,False,C,Commercial,False,6652.967503538783
1,14340,1986,Medical Services,Professional Service,Service,13491.36559640221,False,O,Office,False,3783.1140190951296
0,5279,2011,Personal Services,General Service,Service,47208.796610221056,False,C,Commercial,False,8120.908409162078
1,6924,2007,Retail,General Retailer,Retail,1135636.335310187,False,C,Commercial,False,5280.818510159886
0,13700,1988,Retail,Downtown Association,Downtown Association,9911.76301000834,True,C,Commercial,False,0.0
0,7072,2006,Retail,General Retailer,Retail,97807.88342507582,False,M,Manufacturing,False,11741.180900597656
0,248,2025,Home Occupation,General Service,Service,7997.230609602299,False,R-1,Residential,True,14423.566723900956
1,11452,1994,Retail,General Wholesaler,Other,12361.142726930088,False,M,Manufacturing,False,8369.547280949171
1,5380,2011,Personal Services,General Service,Service,6478.878072429621,False,R-1,Residential,False,3797.968820009272
0,10545,1997,Home Occupation,General Service,Service,56486.383842168914,False,C,Commercial,True,1793.1493136741897
0,10480,1997,Rental- Commercial,Downtown Association,Downtown Association,6958.904353394599,True,C,Commercial,False,0.0
1,7760,2004,Florist/Nursery,General Retailer,Retail,3918.971122886625,False,O,Office,False,60.78611010208043
1,1901,2020,Retail,General Retailer,Retail,106512.53266634536,False,C,Commercial,False,11797.329558176352
1,1901,2020,Retail,Downtown Association,Downtown Association,25616.3933820472,True,C,Commercial,False,0.0
0,5639,2010,Rental- Residential,Residential Rental,Rental,57063.80266201096,False,R-3,Residential,False,10688.063083725268
0,2535,2019,Food Store,General Retailer,Retail,1135636.335310187,False,C,Commercial,False,5633.582982838104
0,6549,2008,Education/School,General Service,Service,9508767.479464812,False,C,Commercial,False,28863.57290616931
1,5272,2011,Professional,Professional Service,Service,8321.122466919473,False,O,Office,False,2133.8399204161574
1,1998,2020,Home Occupation,Professional Service,Service,8819.398249068909,False,R-1,Residential,True,5742.075336753643
1,4970,2012,Home Occupation,Professional Service,Service,7039.580367469926,False,R-1,Residential,True,8229.15490191147
0,2501,2019,Rental- Commercial,Commercial Rental Property,Rental,142719.55658293143,False,M,Manufacturing,False,11997.696168856775
0,3717,2016,"Wholesale, Distributors",General Wholesaler,Other,61014.00068540238,False,C,Commercial,False,2282.738650474147
0,19179,1973,"Wholesale, Distributors",General Wholesaler,Other,4006.005503227852,False,C,Commercial,False,1436.1797860168738
1,5623,2010,Home Occupation,General Service,Service,174443.82247309052,False,R-3,Residential,True,9839.806179367322
1,5814,2010,Professional,Professional Service,Service,51988.99720110907,False,C,Commercial,False,16367.262531185375
1,9495,2000,"Accounting,Auditing/CPA/Tax Service",General Service,Service,6451.188512015197,False,C,Commercial,False,2019.102643748892
1,7364,2006,Business/ Services/ Professions,General Service,Service,6459.595843414866,False,R-3,Residential,False,2743.606179079088
1,1033,2023,Retail,General Retailer,Retail,11277.569964606548,False,R-1,Residential,False,4880.607135020217
0,14300,1987,Gardening,Contractor,Service,34836.85971921327,False,M,Manufacturing,False,6907.783073831066
0,1191,2022,Medical Services,Professional Service,Service,8321.122466919473,False,O,Office,False,2137.5611466446635
0,11586,1994,"Wholesale, Distributors",General Wholesaler,Other,2790952.745566932,False,C,Commercial,False,11649.594580402729
0,1431,2022,Rental- Residential,Residential Rental,Rental,8860.569184809745,False,R-1,Residential,False,7314.343126845578
0,1443,2022,Rental- Residential,Residential Rental,Rental,147183.89934493386,False,R-4,Residential,False,4186.961644010575
0,1160,2023,Home Occupation,General Service,Service,8839.466043211296,False,R-1,Residential,True,3691.421158295396
1,5644,2010,Rental- Residential,Residential Rental,Rental,102654.01945182164,False,R-1,Residential,False,10900.00352923439
1,5607,2010,Rental- Residential,Residential Rental,Rental,2009.8896436871687,False,R-3,Residential,False,926.502403729544
1,5111,2012,Professional,Professional Service,Service,26048.61578759927,False,O,Office,False,1292.7415584892042
0,12414,1992,Rental- Residential,Residential Rental,Rental,5343.014639775352,False,R-1,Residential,False,8649.650026513262
1,3991,2015,Consultant,Professional Service,Service,25511.329248959304,False,O,Office,False,10195.909687460093
0,5644,2010,Rental- Residential,Residential Rental,Rental,60207.5015229091,False,R-4,Residential,False,3088.0388416404285
0,14959,1985,Real Estate Agent,Downtown Association,Downtown Association,12104.813733428864,True,C,Commercial,False,0.0
0,4306,2014,Rental- Residential,Residential Rental,Rental,8147.298459376265,False,R-3,Residential,False,1148.3316036608428
0,5666,2010,Contractor- General,Contractor,Service,28244.929463704146,False,C,Commercial,False,3265.912000681776
1,8773,2002,Gardening,General Service,Service,8264.273396871668,False,R-1,Residential,False,8952.296020055208
0,1423,2022,Rental- Residential,Residential Rental,Rental,5821.789604917592,False,R-1,Residential,False,8684.096214237306
1,10193,1998,Home Occupation,General Service,Service,42642.75983606741,False,R-4,Residential,True,6234.380536586193
0,12412,1992,Rental- Residential,Residential Rental,Rental,7165.605423774385,False,R-1,Residential,False,7570.071254210954
1,5623,2010,Rental- Residential,Residential Rental,Rental,4827.745312213788,False,R-2,Residential,False,2037.0370632962904
1,7974,2004,Medical Services,Professional Service,Service,6784.451560823196,False,R-2,Residential,False,1883.0226626867288
1,7792,2004,Rental- Residential,Residential Rental,Rental,4827.745312213788,False,R-2,Residential,False,2037.0370632962904
0,3074,2017,"Wholesale, Distributors",General Wholesaler,Other,103856.9787977616,False,BP,Commercial,False,13275.79930334867
1,3231,2017,Rental- Residential,Residential Rental,Rental,282663.4622377588,False,R-2,Residential,False,11723.054286484785
0,1176,2022,Rental- Residential,Residential Rental,Rental,282663.4622377588,False,R-2,Residential,False,11723.054286484785
0,2225,2020,Rental- Residential,Residential Rental,Rental,282663.4622377588,False,R-2,Residential,False,11723.054286484785
1,12349,1992,Rental- Commercial,Commercial Rental Property,Rental,21492.678401804173,False,C,Commercial,False,14.507650102410068
1,12411,1992,Rental- Residential,Residential Rental,Rental,7248.747192006716,False,R-1,Residential,False,2448.986989723847
1,12401,1992,Rental- Residential,Residential Rental,Rental,2441.357810765276,False,R-2,Residential,False,699.8210578444147
0,9209,2000,Rental- Residential,Residential Rental,Rental,152911.7341915805,False,R-3,Residential,False,6033.442732748573
1,9088,2001,Rental- Residential,Residential Rental,Rental,135865.55892859172,False,R-2,Residential,False,7195.779275953074
1,6399,2008,Home Occupation,Professional Service,Service,6905.534992749151,False,R-1,Residential,True,10365.842730446298
1,6154,2009,Medical Services,Professional Service,Service,12822.706721841943,False,O,Office,False,102.55802749383628
0,1439,2022,Rental- Residential,Residential Rental,Rental,6414.303869941364,False,R-1,Residential,False,7246.013276335216
0,11012,1996,Retail,General Retailer,Retail,54483.513284763474,False,C,Commercial,False,6205.934437258321
1,6393,2008,Auto Mechanic/Detailer/Services,General Service,Service,11191.533157802422,False,C,Commercial,False,4984.056008418084
0,8548,2002,Maintenance,General Service,Service,1040694.0422821196,False,R-2,Residential,False,10557.168410703522
1,5693,2010,Personal Services,General Service,Service,8321.122466919473,False,O,Office,False,2137.5611466446635
0,6174,2009,Medical Services,General Service,Service,27592.678244139726,False,O,Office,False,250.1217045573105
0,2283,2019,Food Store,General Retailer,Retail,9808.201471829072,False,C,Commercial,False,2004.0264715570445
0,2283,2019,Food Store,General Retailer,Retail,21265.475283439107,False,C,Commercial,False,4146.681878044548
1,4098,2014,Counseling,Professional Service,Service,97915.6927441578,False,C,Commercial,False,12873.812385833986
0,4483,2013,Rental- Commercial,Commercial Rental Property,Rental,7162.9044361741,False,O,Office,False,49.70663755905508
1,6637,2008,Restaurant,General Retailer,Retail,101525.51823980744,False,C,Commercial,False,11192.08215292606
0,10931,1996,Restaurant,General Retailer,Retail,3787.420342728932,False,R-1,Residential,False,4476.19522634185
0,11511,1994,Restaurant,Downtown Association,Downtown Association,36099.68329911458,True,C,Commercial,False,0.0
0,8772,2002,Restaurant,General Retailer,Retail,1135636.335310187,False,C,Commercial,False,5313.433474162856
0,8648,2002,Restaurant,General Retailer,Retail,106512.53266634536,False,C,Commercial,False,11797.329558176352
0,421,2025,Restaurant,General Service,Service,5089.718016262124,False,C,Commercial,False,2801.578133355359
0,526,2024,Restaurant,General Service,Service,384996.80530674354,False,C,Commercial,False,10717.25521791505
1,4750,2013,Retail,Downtown Association,Downtown Association,12104.813733428864,True,C,Commercial,False,0.0
1,15954,1982,Restaurant,General Retailer,Retail,7103.048165026177,False,C,Commercial,False,2925.412146207598
1,7584,2005,Real Estate Agent,Downtown Association,Downtown Association,9061.611306620429,True,C,Commercial,False,0.0
1,5869,2010,Home Occupation,General Wholesaler,Other,7977.855571408006,False,R-2,Residential,True,5936.468142441344
0,1324,2022,Home Occupation,General Service,Service,6446.1241609854005,False,R-2,Residential,True,623.8781047552872
1,5000,2012,Counseling,General Service,Service,25614.63317779357,False,O,Office,False,10182.892120260978
1,7701,2005,Home Occupation,Downtown Association,Downtown Association,13680.453101762874,False,O,Office,True,0.0
0,15954,1982,Rental- Residential,Residential Rental,Rental,19691.38940763202,False,R-4,Residential,False,718.0432554008119
1,14680,1985,Contractor- Specialty,Contractor,Service,16832.75885619697,False,C,Commercial,False,5359.20342002321
0,1613,2021,Homestay,General Service,Service,16847.04066192751,False,R-1,Residential,False,12531.630388036956
0,2577,2019,Homestay,General Service,Service,5531.305289424282,False,R-2,Residential,False,1448.37891241662
0,2619,2019,Barber,General Service,Service,328946.8744863285,False,C,Commercial,False,9913.710056730057
0,2390,2019,Homestay,General Service,Service,5964.3465962077225,False,R-1,Residential,False,9686.796778046164
1,4831,2012,Software Development,Downtown Association,Downtown Association,7893.079800042573,True,C,Commercial,False,0.0
0,501,2024,Auto Mechanic/Detailer/Services,General Service,Service,89873.10916943774,False,M,Manufacturing,False,11805.03077486831
1,2341,2019,Personal Services,General Service,Service,21729.144200037383,False,C,Commercial,False,454.87823904306657
0,1432,2022,Rental- Residential,Residential Rental,Rental,185323.2386382953,False,R-3,Residential,False,7815.518551219635
1,4958,2012,Home Occupation,Professional Service,Service,6971.81982997964,False,R-1,Residential,True,3023.827328674985
1,2360,2019,Consultant,General Service,Service,7114.890323680366,False,C,Commercial,False,950.7702418915406
1,5155,2012,Retail,General Retailer,Retail,27954.578102842886,False,M,Manufacturing,False,9008.1715028066
0,113,2025,Retail,General Retailer,Retail,6047.577054173358,False,R-1,Residential,False,8282.238345484157
1,3731,2015,Miscellaneous Business,General Service,Service,18476.260611177648,False,M,Manufacturing,False,9460.274138246736
0,2104,2020,Rental- Residential,Residential Rental,Rental,12112.660498979272,False,R-4,Residential,False,7086.666250533984
0,11217,1995,Home Occupation,General Service,Service,4916.372563462801,False,R-2,Residential,True,287.5689631842977
0,3368,2016,Attorney at Law,Professional Service,Service,6928.337204865971,False,O,Office,False,152.5147700002136
1,12993,1990,Home Occupation,General Retailer,Retail,8564.010957562836,False,R-1,Residential,True,11891.413072119594
0,12330,1992,Rental- Commercial,Commercial Rental Property,Rental,12520.771914228397,False,O,Office,False,0.0
0,5618,2010,Rental- Residential,Residential Rental,Rental,6560.687538652568,False,R-1,Residential,False,7050.085951385151
0,5609,2010,Rental- Residential,Residential Rental,Rental,6464.116083731654,False,R-1,Residential,False,4105.722274222503
1,4637,2013,Home Occupation,General Service,Service,16469.049050422633,False,R-4,Residential,True,2922.8000164075
0,1160,2023,Business/ Services/ Professions,General Service,Service,6506.912899075377,False,R-1,Residential,False,11203.019210565975
1,9004,2001,Business/ Services/ Professions,Professional Service,Service,17882.593115281787,False,C,Commercial,False,11681.48448019749
1,4994,2012,Beauty Salon,Downtown Association,Downtown Association,37187.77312983599,True,C,Commercial,False,0.0
1,5658,2010,Rental- Residential,Residential Rental,Rental,7110.34118434803,False,R-3,Residential,False,3052.981444635982
0,5727,2010,Rental- Residential,Residential Rental,Rental,8761.388632886465,False,R-3,Residential,False,3191.9486345828955
0,1430,2022,Rental- Residential,Residential Rental,Rental,244619.315870491,False,R-4,Residential,False,3103.101892736074
1,5573,2010,Rental- Residential,Residential Rental,Rental,151572.04924893263,False,R-4,Residential,False,2652.686346103527
0,1439,2022,Rental- Residential,Residential Rental,Rental,11038.621257427096,False,R-1,Residential,False,6346.818215935879
0,6212,2009,Counseling,General Service,Service,33887.55535048208,False,O,Office,False,190.6295335707076
1,6716,2007,Massage,Downtown Association,Downtown Association,37187.77312983599,True,C,Commercial,False,0.0
1,7534,2005,Personal Services,General Service,Service,5980.688063465659,False,O,Office,False,449.4744973247865
1,8848,2001,Beauty Salon,General Service,Service,6031.46666995803,False,R-3,Residential,False,933.4620617591212
0,9129,2001,Rental- Residential,Residential Rental,Rental,5935.479670120242,False,R-1,Residential,False,7487.289741988366
0,4420,2014,Professional,Downtown Association,Downtown Association,8083.234207227231,True,C,Commercial,False,0.0
1,15954,1982,Retail,General Retailer,Retail,1135636.335310187,False,C,Commercial,False,5456.761749376687
0,12406,1992,Rental- Residential,Residential Rental,Rental,8111.182054115626,False,R-2,Residential,False,3730.690975215249
0,10158,1998,Medical Services,Professional Service,Service,8657.420657074146,False,O,Office,False,3049.24589401738
0,12362,1992,Rental- Commercial,Commercial Rental Property,Rental,32807.2133578044,False,R-4,Residential,False,5121.657602631017
0,5545,2010,Rental- Residential,Residential Rental,Rental,282663.4622377588,False,R-2,Residential,False,11723.054286484785
0,1502,2022,Rental- Residential,Residential Rental,Rental,7635.53645368944,False,R-2,Residential,False,916.9477856607668
0,1423,2022,Rental- Residential,Residential Rental,Rental,759.390817619665,False,R-4,Residential,False,7557.7504006996
0,6457,2008,Alcoholic Beverage,General Manufacturer,Other,17882.593115281787,False,C,Commercial,False,11677.42963957719
1,9171,2001,Rental- Residential,Residential Rental,Rental,9094.185754194768,False,R-3,Residential,False,954.3197041478472
1,9152,2001,Rental- Residential,Residential Rental,Rental,5836.468754134097,False,R-1,Residential,False,5532.375523834622
0,12414,1992,Legal Services,Professional Service,Service,14167.011408787725,False,O,Office,False,333.63721825475784
1,15954,1982,Engineer,Downtown Association,Downtown Association,8083.234207227231,True,C,Commercial,False,0.0
0,1466,2022,Rental- Residential,Residential Rental,Rental,7623.759606395056,False,R-1,Residential,False,5092.437116893163
1,9199,2000,Rental- Residential,Residential Rental,Rental,5413.623670836901,False,R-1,Residential,False,5789.797403055081
1,15954,1982,Legal Services,Downtown Association,Downtown Association,8377.251199391992,True,C,Commercial,False,0.0
1,5666,2010,Rental- Residential,Residential Rental,Rental,7300.340094634474,False,R-1,Residential,False,2388.8494325442557
0,6444,2008,Retail,Downtown Association,Downtown Association,7893.079800042573,True,C,Commercial,False,0.0
0,1030,2023,Rental- Residential,Residential Rental,Rental,6552.496340854195,False,R-1,Residential,False,7721.21527198645
1,7326,2006,Architect,Downtown Association,Downtown Association,6856.485768671048,True,C,Commercial,False,0.0
1,10133,1998,Legal Services,Professional Service,Service,9130.359209893262,False,R-4,Residential,False,5599.136559339675
0,2930,2018,Rental- Residential,Residential Rental,Rental,57063.80266201096,False,R-3,Residential,False,10688.063083725268
1,2486,2019,Homestay,General Service,Service,6000.447549369379,False,R-1,Residential,False,11627.252326218397
0,1431,2022,Rental- Residential,Residential Rental,Rental,76045.2036602782,False,C,Commercial,False,10024.543732764068
1,5656,2010,Rental- Residential,Residential Rental,Rental,7964.275519085098,False,R-1,Residential,False,7234.617359043327
1,15954,1982,Legal Services,Downtown Association,Downtown Association,10715.31633797089,True,C,Commercial,False,0.0
0,8416,2003,Home Occupation,General Service,Service,7857.141395718605,False,R-1,Residential,True,5122.433594937669
0,1494,2022,Home Occupation,General Service,Service,7088.34046206098,False,R-2,Residential,True,947.2641042512964
1,5608,2010,Rental- Residential,Residential Rental,Rental,8965.177656681242,False,R-1,Residential,False,3884.542073250068
1,11020,1996,Architect,Professional Service,Service,11502.53187583223,False,R-2,Residential,False,1198.6217257150768
