DBA,Business type,Bus address,Start date,Close date,License description,Rate type (STD),type,long,lat,closure_time,censor,zone,parcel,sq(ft),is_downtown_association,zone_type,is_home_occ,ft to downtown
SLO Getaway,Homestay,1210 SOUTHWOOD DR,2023-09-12,2025-03-01,Homestay,General Service,Service,-120.639719185842,35.264986167567,906,1,R-2,004-573-003,7252.258061544518,False,Residential,False,7698.52774165148
Slo Golf Solutions Llc,Retail,3490 SACRAMENTO DR STE C,2007-02-27,2008-07-30,Golf Training Aids,General Retailer,Retail,-120.644674997107,35.257309690373,6947,1,M,053-062-025,15104.639724734598,False,Manufacturing,False,8960.909187160283
SLO Good Garden & Gifts,Retail,741 HIGUERA ST,2013-10-16,2015-10-30,"Clothing, Souvenir's, Bird Feeders/Houses, Gifts",Downtown Association,Downtown Association,-120.663867760961,35.279196885217,4524,1,C,002-424-032,2307.753809752744,True,Commercial,False,0.0
Slo Graphics,,3482 SACRAMENTO DR UNIT C,1982-07-01,2014-07-31,,General Service,Service,-120.644835532513,35.257430261294,15954,1,M,053-062-026,13192.376801350423,False,Manufacturing,False,8898.237313338466
SLO Graze,Home Occupation,1351 ROYAL WAY # 12,2025-03-01,,,General Service,Service,-120.691536508351,35.259257299533,370,0,R-2,004-611-068,93487.69405701438,False,Residential,True,9721.45944705644
SLO Green Clean,Laundry/Dry Cleaner,272 PACIFIC ST,2003-12-19,2019-12-31,Dry Cleaning Service,General Service,Service,-120.668768948856,35.274057484926,8113,1,C,002-506-005,20849.57349461464,False,Commercial,False,1051.085191697135
SLO Grind,Restaurant,1506 FROOM RANCH WAY,2007-04-25,2012-05-31,Coffee Shop,General Service,Service,-120.687898706646,35.252511501549,6890,1,C,053-510-014,358439.5018728301,False,Commercial,False,10732.53088192548
Slo Group Fundraising,Miscellaneous Business,1329 BROAD ST STE A,2019-08-20,,Hosting Fundraising Events; Running Concession Stand For Mission Prep H.S.,General Service,Service,-120.662970369284,35.277111704267,2390,0,O,003-522-005,13680.453101762874,False,Office,False,0.0
SLO Handyman Service,Home Occupation,4636 SNAPDRAGON WAY,2024-01-02,,Residential and commercial handyman services,General Service,Service,-120.631124904316,35.243689317893,794,0,R-1,053-097-019,6271.392587265303,False,Residential,True,15332.050752138299
Slo Happy Hours,Home Occupation,1423 TORO ST,2009-06-15,2013-10-28,"Website That Displays Information, Sell Online Advertising",General Retailer,Retail,-120.655514511628,35.280578960206,6108,1,R-2,003-545-012,4113.863314482296,False,Residential,True,619.6012509895228
SLO Health,Medical Services,1495 PALM ST,2019-05-26,,Medical Services,Professional Service,Service,-120.655245705736,35.286658701502,2476,0,O,001-137-001,5023.855773786691,False,Office,False,1756.750126889655
Slo Help,Counseling,11545 LOS OSOS VALLEY RD STE C4,2022-08-01,,"Licensed Marriage Family Therapist, Psychotherapist",Professional Service,Service,-120.691324989631,35.257138378294,1313,0,O,053-102-030,25614.63317779357,False,Office,False,10175.899151926189
Slo Holistic Medical Clinic,Medical Services,1428 PHILLIPS LN 204,1989-05-17,2007-01-03,,Professional Service,Service,-120.657353415805,35.287988822369,13442,1,O,001-131-008,28930.910947524146,False,Office,False,1814.6413556158027
SLO Home,Rental- Residential,1941 CHORRO ST,2022-03-17,,Rental,Residential Rental,Rental,-120.657397912191,35.273073124841,1450,0,R-2,003-644-008,7535.563864352258,False,Residential,False,2087.238600376904
Slo Home Cooking,,1010 CHURCH ST,2003-12-01,2008-07-29,,Professional Service,Service,-120.655838181913,35.275863701154,8131,1,R-3,003-554-016,1852.3703842666416,False,Residential,False,1576.1194173781382
SLO Home Medical Care,Home Occupation,1307 MILL ST,2013-02-14,2014-06-30,Physician Providing In-Home Medical Care,Professional Service,Service,-120.658486901674,35.285959374547,4768,1,R-2,001-223-001,11970.403077377368,False,Residential,True,1005.2894623981682
SLO Home Rentals,Rental- Residential,243 E FOOTHILL BLVD,2023-06-12,,Rental Residential,Residential Rental,Rental,-120.682064310252,35.294085864616,998,0,R-1,052-141-079,6016.179190428911,False,Residential,False,6780.7349889374655
"Slo Homes, Inc.",Real Estate Broker,1314 BROAD ST,2014-09-23,2025-12-31,Real Estate Sales,Downtown Association,Downtown Association,-120.662947354832,35.277280424128,4182,1,O,003-524-001,6195.2053808079945,False,Office,False,21.76895919525653
SLO Inn,Hotels and Motels,950 OLIVE ST,1986-03-05,,Hotel,General Service,Service,-120.665308247794,35.286218381524,14611,0,C,001-202-011,20318.26810400221,False,Commercial,False,1419.184095150173
SLO Inspired,Home Occupation,1865 PINECOVE DR,2022-01-13,,"Handmade crafts, jewelry, clothing, home decor",General Retailer,Retail,-120.684763954721,35.256237935424,1513,0,R-1,004-623-016,7819.482298453542,False,Residential,True,9086.616223784473
Slo Integrative Health,Health Spa/Fitness,1318 GARDEN ST,2006-11-08,2012-01-11,Nutritional Consulting And Hydrotherapy,General Service,Service,-120.661981056671,35.277820526549,7058,1,O,003-526-001,8045.075438811998,False,Office,False,0.0
SLO Integrative Therapies,Medical Services,1407 GARDEN ST,1998-11-09,,Psychotherapy,Professional Service,Service,-120.661457646684,35.277046859359,9979,0,O,003-533-004,5877.3467955015285,False,Office,False,287.61447159881726
"SLO Investment Properties, LLC",Home Occupation,2801 JOHNSON AVE APT 6,2011-04-08,2012-02-28,Residential Real Estate Investment,General Service,Service,-120.64215711153,35.269582204629,5446,1,R-1,004-973-029,59233.36639189376,False,Residential,True,6037.417184650315
SLO Landscaping,Home Occupation,447 CUESTA DR,2019-10-21,,General Landscape maintenance & construction,General Service,Service,-120.677092884684,35.297708506969,2328,0,R-1,052-411-001,6384.478690110644,False,Residential,True,6846.565447116003
SLO Laundry,Laundry/Dry Cleaner,1338 MADONNA RD,1986-02-25,,Laundromat,General Service,Service,-120.690032118485,35.256968825526,14619,0,C,004-611-078,328946.8744863285,False,Commercial,False,9937.335873997943
SLO Life Coaching,Counseling,1985 JOHNSON AVE,2019-01-22,,Life Coach,General Service,Service,-120.64921360593,35.277472887733,2600,0,O,003-578-016,5271.361789801912,False,Office,False,2747.722157002453
SLO Life Coffee,Restaurant,3230 BROAD ST STE 110,2021-01-04,,,General Retailer,Retail,-120.649117311552,35.26025416045,1887,0,C,053-222-003,38322.341237004905,False,Commercial,False,7339.537333951417
SLO Life Magazine,Retail,4251 S HIGUERA ST STE 800,2014-09-23,2025-05-21,Publish Bi-Monthly Magazine,General Retailer,Retail,-120.676363,35.241632,4182,1,C,053-264-007,97915.6927441578,False,Commercial,False,12873.812385833986
"Slo Life Ventures, LLC",Rental- Residential,680 LINCOLN ST,2010-09-03,,Residential Rental Property,Residential Rental,Rental,-120.669051814161,35.284439679052,5663,0,R-1,001-183-013,6988.276662006491,False,Residential,False,1555.4746667887837
"SLO Living, LLC",Home Occupation,877 ISLAY ST,2013-02-08,2015-07-24,Online Sales Of Footcare Products For Bunions,General Retailer,Retail,-120.658481548134,35.276512688623,4774,1,R-3,003-637-020,9842.132298678513,False,Residential,True,870.0734662209874
Slo LP,Rental- Residential,76 LOS PALOS DR,2022-04-21,2024-01-31,Residential Rental,Residential Rental,Rental,-120.680146873171,35.241866092137,1415,1,R-1,053-263-075,4068.468651402254,False,Residential,False,13106.045865356054
Slo Maid Ice Cream,Food Store,843 VIA ESTEBAN 2,1998-02-17,2006-08-03,,General Wholesaler,Other,-120.644379579396,35.258688971069,10244,1,M,053-063-038,11713.193086348603,False,Manufacturing,False,8590.18871682479
Slo Maid Ice Cream Factory,Manufacturing,843 VIA ESTEBAN STE 2,2005-10-17,2020-05-31,,General Manufacturer,Other,-120.644379579396,35.258688971069,7445,1,M,053-063-038,11713.193086348603,False,Manufacturing,False,8590.18871682479
Slo Maker Academy,Education/School,3988 SHORT ST #100,2015-07-22,2017-06-30,Provides Steam Education Classes And Camps For Youth & Adults,General Service,Service,-120.672523145974,35.244242137315,3880,1,C,053-257-010,14238.053285660111,False,Commercial,False,11713.313200656183
"Slo Maker Space, Inc.",Manufacturing,81 HIGUERA ST 160-180,2013-12-11,,071,General Manufacturer,Other,-120.670307305326,35.267538969024,4468,0,C,004-802-018,100987.56764073543,False,Commercial,False,3318.2355861532674
SLO Mama Sweets LLC,Home Occupation,1661 HILLCREST PL,2015-07-31,,Vintage Icecream - Selling By Truck,General Retailer,Retail,-120.65497431,35.290194273919,3871,0,R-1,001-063-019,12040.350976148284,False,Residential,True,2865.825368076846
SLO Martial Arts,Recreation-Instruction/Training,165 GRAND AVE MPR,2009-05-19,2012-09-18,"Martial Arts Classes, Private Lessons",General Service,Service,-120.653195169762,35.295002761681,6135,1,PF,052-114-001,386139.4026819261,False,Public,False,4649.969696755899
Slo Med Spa,Beauty Salon,1076 PACIFIC ST,2003-10-17,2006-12-28,,Downtown Association,Downtown Association,-120.658439375581,35.280304121392,8176,1,O,002-443-010,3548.816341032344,False,Office,False,0.0
Slo Media Creations,Home Occupation,4639 POINSETTIA ST,2019-05-08,,"Video & Photo Of Action Events, Highlight Videos, Video Tributes",General Service,Service,-120.63058970605,35.24422234788,2494,0,R-1,053-097-009,6016.646950915833,False,Residential,True,15267.314909386509
Slo Mindful Recovery,Home Occupation,98 RAFAEL WAY,2019-01-16,,Addiction Recovery & Wellness Coach,Professional Service,Service,-120.678935015533,35.291208870838,2606,0,R-1,052-476-019,8801.280899219211,False,Residential,True,5383.0181410288615
Slo Mobile Massage,Home Occupation,1735 DIABLO DR,2006-11-17,2007-09-05,,General Service,Service,-120.705285415863,35.26514181848,7049,1,R-1,053-245-048,7335.782638167877,False,Residential,True,12174.876933576772
Slo Mobile Notary,Misc Business Services,6035 LOS RANCHOS RD,2007-06-11,2008-06-24,Mobile Notary,General Service,Service,-120.618952767995,35.215756558117,6843,1,C,044-042-011,9508767.479464812,False,Commercial,False,25834.819744456323
SLO Mobile Repair,Auto Mechanic/Detailer/Services,2830 MCMILLAN AVE STE 4,2012-02-16,2013-09-30,Mobile Repair & Diagnostics,General Service,Service,-120.648035647059,35.264019668781,5132,1,M,053-212-010,21612.24751167751,False,Manufacturing,False,6376.219538364908
Slo Mobillia,Motor Vehicle Sales,1248 MONTEREY ST,2003-11-10,2011-10-05,Motor Vehicle Memorabillia,General Retailer,Retail,-120.657941376698,35.283869508145,8152,1,C,001-222-013,15367.5531670503,False,Commercial,False,492.60929109506105
"SLO Monkey, LLC",Retail,942 CHORRO ST,2011-11-08,2013-10-26,Wine Retail & Tasting,Downtown Association,Downtown Association,-120.663872048343,35.281119967417,5232,1,C,002-416-026,7520.805275997904,True,Commercial,False,0.0
SLO Moped,Retail,169 GRANADA DR STE 3,2008-11-20,2012-09-26,Moped Services,General Retailer,Retail,-120.669262117538,35.251067974058,6315,1,C,053-252-030,18356.06145977788,False,Commercial,False,9120.936907937372
Slo Motive Auto Service,Auto Mechanic/Detailer/Services,1951 SANTA BARBARA AVE,1989-02-13,2019-02-28,,General Service,Service,-120.656220393186,35.273277875576,13535,1,C,003-647-016,14769.44968758614,False,Commercial,False,2214.1051586900335
"SLO Motors, LLC",Retail,2923 S HIGUERA ST STE 1,2013-08-21,2017-12-31,Automotive,General Retailer,Retail,-120.668953782763,35.260695439254,4580,1,C,053-032-001,42644.42353308406,False,Commercial,False,5631.694972057108
SLO Motorsports,Motor Vehicle Sales,1110 ROUNDHOUSE AVE,2013-05-10,2016-04-30,"Yamaha & Vespa Motorcycle, Scooter Sales & Service",General Retailer,Retail,-120.656220869772,35.270540313865,4683,1,C,003-752-009,13991.666259645444,False,Commercial,False,3068.452619526852
Slo Movement Arts Center,Personal Services,2074 PARKER ST STE 100,2015-04-13,,Ballet Dance Studio,General Service,Service,-120.669186827136,35.271158308785,3980,0,C,003-725-012,29332.25537416601,False,Commercial,False,1979.4859869375214
Slo Movies,,1467 BOXWOOD CT,2002-10-03,,,General Service,Service,-120.627365592091,35.249678189343,8555,0,R-1,053-092-048,6031.876835072843,False,Residential,False,14309.069308885943
SLO Music Lessons,Home Occupation,3594 BROAD ST 100,2016-02-02,,Offers Private & Group Music Instruction For String Instruments & Piano,General Service,Service,-120.645943449083,35.254281848171,3685,0,C,053-234-001,113632.1974917182,False,Commercial,True,9669.299579027433
SLO Naturopathic,Medical Services,890 OSOS ST STE E,2022-07-15,2024-10-31,Medical Practice,Downtown Association,Downtown Association,-120.662173233032,35.28284103102,1330,1,O,002-323-012,10500.052626692008,False,Office,False,0.0
Slo Olive,Retail,958 HIGUERA ST,2008-04-24,,Olive oil tasting room and retail,Downtown Association,Downtown Association,-120.66132443715,35.280850863488,6525,0,C,002-431-009,4400.277361496859,True,Commercial,False,0.0
Slo Oncology & Hematology Health Center,Medical Services,715 TANK FARM RD,2002-01-28,,Physician's Office,Professional Service,Service,-120.642587382721,35.2484470201,8803,0,O,053-083-028,38783.40069214897,False,Office,False,12000.799625070422
SLO Pacific Properties,Rental- Commercial,1880 GARFIELD ST,2025-07-10,,,Commercial Rental Property,Rental,-120.652170507932,35.290566415988,239,0,R-4,001-071-012,14372.921833802113,False,Residential,False,3446.9488375399515
"Slo Palm Court, LLC",Rental- Residential,1259 PALM ST,2010-09-13,,Residential Rental Property,Residential Rental,Rental,-120.658495812844,35.284738291345,5653,0,R-3,001-222-004,10809.612744258891,False,Residential,False,646.7120024973979
SLO Partners Inc,Retail,3510 BROAD ST,1982-07-01,,Carpet & Flooring,General Retailer,Retail,-120.646782055142,35.256102928969,15954,0,C,053-231-042,43779.0409691173,False,Commercial,False,8978.014994085532
SLO Patched,Apparel/Accessories,651 RANCHO DR,2024-05-31,,,General Retailer,Retail,-120.682948322463,35.302218559598,644,0,R-1,052-552-015,8381.0710010711,False,Residential,False,9206.429710411954
Slo Pediatric Dental,Dental,3221 S HIGUERA ST STE 100,1982-07-01,,Pediatric Dental Office,Professional Service,Service,-120.668578559663,35.2566899305,15954,0,C,053-181-045,24871.24269742165,False,Commercial,False,7064.520842485701
SLO Pedicab Service,Business/ Services/ Professions,2146 PARKER ST B4,2025-02-06,,Last mile transport of goods and people using a low speed vehicle powered by an electric motor,General Service,Service,-120.66917499248,35.270233632151,393,0,C,003-721-051,61014.00068540238,False,Commercial,False,2282.738650474147
SLO Performance,Retail,3450 BROAD ST # 102B,2021-01-25,2021-12-13,Online-only retailer of automotive parts and accessories,General Retailer,Retail,-120.647183198731,35.256847306409,1866,1,M,053-231-015,98558.526567752,False,Manufacturing,False,8686.44642663586
Slo Performance Marine & Automotive,Repair Services,245 TANK FARM RD H,2015-10-12,,Automotive & Marine Repair,General Retailer,Retail,-120.66658726141,35.246745868239,3798,0,C,053-258-013,156225.5631969689,False,Commercial,False,10647.730982646452
Slo Perk,Restaurant,1028 CHORRO ST,1992-12-16,2009-06-08,,Downtown Association,Downtown Association,-120.663190808342,35.28034499092,12133,1,C,002-425-001,8377.251199391992,True,Commercial,False,0.0
Slo Petwatch,Home Occupation,1346 WOODSIDE DR,2001-08-28,2009-06-01,,General Service,Service,-120.639539874395,35.264351042895,8956,1,R-1,004-561-027,7160.368766904329,False,Residential,True,7900.944603208188
SLO Piercing,Retail,474 MARSH ST C,2020-07-16,,Body Piercing & Jewelry Sales,General Service,Service,-120.666768026885,35.276376141859,2059,0,C,003-511-037,17099.24231746052,True,Commercial,False,66.82481482094407
"SLO Plastering, Inc.",Contractor- Specialty,4180 VACHELL LN,1995-12-21,,Plastering Contractor,Contractor,Service,-120.675668475943,35.241733115102,11033,0,M,053-258-009,194460.79198290544,False,Manufacturing,False,12790.448651597118
SLO POP,Retail,950 CHORRO ST,2012-12-03,2013-11-18,Gourmet Popcorn,Downtown Association,Downtown Association,-120.663824371392,35.281065847622,4841,1,C,002-416-006,4093.933334366982,True,Commercial,False,0.0
SLO Poured Creations,Artist/Art Dealer/Sales/Gallery,"868 Vista Del Arroyo, San Luis Obispo, CA 93405",2023-01-31,,Original art designed and made by me,General Retailer,Retail,-120.69907204431,35.266588528781,1130,0,R-1,004-293-050,6765.596916178989,False,Residential,False,10263.986237758014
SLO Powerhouse,Repair Services,798 Francis Street,2022-09-16,,Generator Sales & Service,General Retailer,Retail,-120.652248252497,35.266350522021,1267,0,C,004-923-008,5698.077156628849,False,Commercial,False,4973.928474877067
SLO Pressed,Food Store,570 HIGUERA ST 180,2025-06-03,,"Cold pressed juicing business, offering fresh pressed juice for catering orders - or grab and go.",Downtown Association,Downtown Association,-120.666374213346,35.277817431552,276,0,C,002-402-045,37187.77312983599,True,Commercial,False,0.0
Slo Properties  L L C,Rental- Residential,533 COUPER DR,2010-09-14,2013-06-14,,Residential Rental,Rental,-120.676332362259,35.29934891148,5652,1,R-1,052-502-008,6775.442579114705,False,Residential,False,7217.077673701356
SLO Quickstop,Food Store,2600 BROAD ST,2003-11-06,2020-08-07,Liquor Store Convenient Store,General Retailer,Retail,-120.653242824947,35.265693220527,8156,1,C,004-925-036,20009.031227874533,False,Commercial,False,5015.839996525596
Slo Ranch Market,Food Store,851 FROOM RANCH WAY,2024-06-28,,"Development, Build-out, tenant leasing",General Service,Service,-120.686427998507,35.252940974799,616,0,C,053-152-012,94725.36439411792,False,Commercial,False,10345.697453106519
"Slo Real Estate, Llc",Rental- Residential,1190 PISMO ST,1982-07-01,2011-02-22,,Residential Rental,Rental,-120.655798784792,35.280649040017,15954,1,R-2,002-446-017,10500.54633411088,False,Residential,False,532.5597150865906
SLO Rebels,Home Occupation,3065 ROCKVIEW PL,2025-03-01,,,General Service,Service,-120.65206093604,35.261051024012,370,0,R-2,004-584-017,3473.9118054963155,False,Residential,True,6611.471516416979
SLO Registration,Business/ Services/ Professions,640 MARSH ST,2025-02-01,,Registration Service,Downtown Association,Downtown Association,-120.664536997794,35.277729680671,398,0,C,002-422-021,6936.857997253664,True,Commercial,False,0.0
"Slo Rehabilitation Specialists, Inc",Medical Services,865 AEROVISTA PL STE 120,2000-06-28,2014-07-01,,Professional Service,Service,-120.640909,35.242311,9382,1,BP,053-417-001,60991.084816810784,False,Commercial,False,14187.25783075103
Slo Rental,Rental- Residential,141 DEL SUR WAY,2015-08-28,,Single Family Residential Rental,Residential Rental,Rental,-120.685335617677,35.291898865031,3843,0,R-1,052-363-009,7200.747243813179,False,Residential,False,7046.039464577452
SLO Rental for Merzlyak,Rental- Residential,3340 ROCKVIEW PL #1,2022-03-11,,Rental Property,Residential Rental,Rental,-120.649639203313,35.258689384589,1456,0,R-2,004-601-076,71045.08536595752,False,Residential,False,7723.214125931755
SLO Renter,Rental- Residential,1591 ETO CIR,2022-04-11,,Single Family Home Rental,Residential Rental,Rental,-120.695120563513,35.255227100825,1425,0,R-1,053-511-024,6022.076864897722,False,Residential,False,11484.408833257146
"SLO Ride 1225, LLC",Rental- Residential,1225 MONTE VISTA PL,2023-01-01,,Rental,Residential Rental,Rental,-120.663900201724,35.295730297985,1160,0,R-4,052-071-009,33316.500329319475,False,Residential,False,4388.365546651451
SLO RIDE 1236 LLC,Rental- Residential,1236 MONTE VISTA PL # 1-19,2025-09-12,,,Residential Rental,Rental,-120.663813699063,35.295909940289,175,0,R-4,052-071-014,34237.311428792105,False,Residential,False,4447.805207791186
SLO Rides,Auto Mechanic/Detailer/Services,445 PRADO RD STE A,2008-09-05,2013-09-19,Automobile Restoration & Repair,General Service,Service,-120.660693130917,35.253972867171,6391,1,BP,053-441-006,837134.2425306678,False,Commercial,False,8180.959807750548
SLO Right County Property Management,Property Management,3599 SUELDO ST STE 100,2010-01-28,,Professional Real Property Management,General Service,Service,-120.665896579094,35.251079058774,5881,0,C,053-252-039,68701.43724255984,False,Commercial,False,9070.125463237893
SLO ROC LLC,Rental- Residential,1990 LOOMIS ST,2022-03-24,,Rental Property,Residential Rental,Rental,-120.650789442737,35.292392613798,1443,0,R-1,052-234-012,5994.448617292532,False,Residential,False,4228.835910525174
Slo Rolf,Personal Services,849 MONTEREY ST 211,2003-01-07,2009-08-13,,Downtown Association,Downtown Association,-120.66309171,35.280661988861,8459,1,C,002-425-002,7091.378855529287,True,Commercial,False,0.0
SLO Rooted,Restaurant,1237 ARCHER ST,2022-04-18,,"Coffees, Smoothies, Pre-packaged Snacks",General Retailer,Retail,-120.668869803226,35.274608496403,1418,0,C,002-506-002,7114.890323680366,False,Commercial,False,950.7702418915406
SLO Safari,Entertainment,149 GRANADA DR UNIT A,2020-02-03,2022-12-01,Event transportation office for SLOCO sightseeing tours,General Service,Service,-120.669615647905,35.251069890234,2223,1,C,053-252-028,18379.59696657868,False,Commercial,False,9131.561243473307
SLO Safe Ride,Transportation/Vehicles,241 PRADO RD B,2010-08-13,,Charter Transportation Company,Utilities/Transportation,Other,-120.666031173011,35.253977958932,5684,0,C,053-255-019,19202.208697140908,False,Commercial,False,8014.739523438443
SLO Sail And Canvas,Retail,645 TANK FARM RD STE G & H,2011-08-09,,,General Retailer,Retail,-120.645944038606,35.247172220344,5323,0,C,053-422-004,213156.38406141024,False,Commercial,False,11925.152655605456
Slo Sail And Canvas,Home Occupation,1092 SAN ADRIANO ST,2006-12-06,2006-12-15,Sales Of Boat Covers And Sailboat Sails,General Retailer,Retail,-120.701251326732,35.26357996173,7030,1,R-1,053-242-031,6477.679956766144,False,Residential,True,11329.90046117828
Slo Sail And Canvas,Home Occupation,1092 SAN ADRIANO ST,2005-11-23,2007-08-06,Sales Of Boat Covers And Sailboat Sails,General Retailer,Retail,-120.701251326732,35.26357996173,7408,1,R-1,053-242-031,6477.679956766144,False,Residential,True,11329.90046117828
Slo Self Storage,Rental- Commercial,154 SUBURBAN RD,1993-09-01,,,Commercial Rental Property,Rental,-120.670808838801,35.244069649868,11874,0,C,053-257-036,19699.130434034403,False,Commercial,False,11703.614479568289
SLO Shelving,Home Occupation,492 MITCHELL DR,2008-10-20,2015-06-30,Phone And Internet Sales,General Retailer,Retail,-120.6564641,35.2652075,6346,1,R-1,004-912-023,7210.031913106655,False,Residential,True,4648.911023522126
SLO Shenanigans,Home Occupation,3251 VIA ENSENADA,2017-08-15,,Lawn Game Rental Business,General Service,Service,-120.667599471672,35.256027425837,3125,0,R-2,053-184-001,135865.55892859172,False,Residential,True,7281.366277319814
Slo Shot Photography + Design,Home Occupation,3860 S HIGUERA ST SPC 137,2015-03-06,2016-10-01,"Photography, Graphic Design, Painted Portraiture",General Service,Service,-120.673262243407,35.247583480192,4018,1,R-2,053-131-011,1040694.0422821196,False,Residential,True,10557.168410703522
SLO Skin Studio,Beauty Salon,1308 MONTEREY ST STE 240-250,2019-03-28,,"Skin Care Services, Retail Sales Of Products",General Service,Service,-120.657115152751,35.28442733652,2535,0,C,001-226-001,1294.1950698772484,False,Commercial,False,773.7914858414272
SLO Smog,Auto Mechanic/Detailer/Services,233 GRANADA DR SUITE C,2025-04-01,,"Smog Inspection Station (inspection only, no repairs",General Service,Service,-120.667701882929,35.251065867889,339,0,C,053-252-035,18094.48757008845,False,Commercial,False,9086.243212665744
Slo Snacks,,628 STONERIDGE DR,2005-05-03,2006-10-30,,General Retailer,Retail,-120.653244434679,35.263312457199,7612,1,R-1,004-944-005,4909.444590336926,False,Residential,False,5725.748806472819
Slo Space,Personal Services,570 HIGUERA ST 230,2005-08-03,,,Downtown Association,Downtown Association,-120.666374213346,35.277817431552,7520,0,C,002-402-045,37187.77312983599,True,Commercial,False,0.0
SLO Spirits Bartending,Home Occupation,1410 PREFUMO CANYON RD,2020-06-15,,Mobile Bartending Service,General Service,Service,-120.698598318372,35.26339701398,2090,0,R-1,053-242-074,102654.01945182164,False,Residential,True,10669.779323766516
SLO Storytelling,Communications,891 PISMO ST,2021-04-20,,,General Retailer,Retail,-120.659719126207,35.278152557302,1781,0,R-4,003-537-006,5368.54112695502,False,Residential,False,187.86630303621732
"SLO Street Properties, LLC",Rental- Residential,1890 HOPE ST,2017-07-13,,Rental Property,Residential Rental,Rental,-120.652017877626,35.293328596123,3158,0,R-1,052-117-003,10100.673868546815,False,Residential,False,4303.442006822268
SLO Strong,Health Spa/Fitness,835 EL CAPITAN WAY,2019-08-05,2023-05-01,Premier Elite Training Facility For Strength Athletics,General Service,Service,-120.641585863045,35.246662242555,2405,1,C,053-411-023,80475.7869741603,False,Commercial,False,12711.351451372995
SLO Studio Loft,Homestay,3361 BARRANCA ST,2014-12-11,2015-07-14,,Homestay Temporary TOT,Hotel,-120.632402988629,35.265518957213,4103,1,R-1,004-753-005,8733.170741025484,False,Residential,False,9258.454315128622
SLO Subs,Restaurant,3975 S HIGUERA ST STE 101,2002-09-13,2013-06-12,Restaurant,General Service,Service,-120.674156526574,35.245817270622,8575,1,C,053-257-028,101525.51823980744,False,Commercial,False,11241.332130444776
"SLO Subs, LLC",Restaurant,775 E FOOTHILL BLVD STE B,1985-09-03,2017-02-17,Subway Sandwiches & Soft Drinks,General Retailer,Retail,-120.672057263924,35.294040863996,14794,1,C,052-162-023,216202.21346764997,False,Commercial,False,4903.533569619401
SLO Sugar LLC.,Personal Services,399 E FOOTHILL BLVD STE 101A,2022-02-01,,"Personal Services; Hair Removal, Skin care products",General Retailer,Retail,-120.678078507942,35.294076864368,1494,0,C,052-151-024,10077.791250061313,False,Commercial,False,5976.764385228552
SLO Sunflower Growers,Home Occupation,1958 LOOMIS ST,2011-06-07,2012-08-14,Sunflower Grower,General Wholesaler,Other,-120.6511476833,35.292395219207,5386,1,R-1,052-234-008,6690.709030616074,False,Residential,True,4176.203138529093
SLO Sweets,Retail,1020 COURT ST,2008-12-12,,Candy Store,Downtown Association,Downtown Association,-120.661616856645,35.281442213614,6293,0,C,002-431-010,36099.68329911458,True,Commercial,False,0.0
Slo Swim,Apparel/Accessories,795 HIGUERA ST,1997-10-20,,Retail,Downtown Association,Downtown Association,-120.662951037471,35.279746919128,10364,0,C,002-426-004,4440.868347550672,True,Commercial,False,0.0
"SLO Swim Club, Inc.",Recreation-Instruction/Training,900 SOUTHWOOD DR,2022-07-01,,Youth to Masters age competitive swimming program.,General Service,Service,-120.644231320934,35.266332775547,1344,0,PF,004-982-033,201208.35995843093,False,Public,False,6428.722759573576
SLO Textbooks,Retail,973 E FOOTHILL BLVD STE 101,2009-04-30,2013-06-30,Sell New And Used Textbooks And School Supplies,General Retailer,Retail,-120.668479969307,35.293984128683,6154,1,C,052-174-040,21265.475283439107,False,Commercial,False,4282.081529952254
SLO Thoughtful,Home Occupation,227 MARLENE DR,2021-02-09,,Personalized Gift Boxes w/SLO County items,General Retailer,Retail,-120.682752536891,35.3006443643,1851,0,R-1,052-463-003,8923.08137478406,False,Residential,True,8723.252394475425
SLO Thrift,Misc Business Services,445 HIGUERA ST,2025-08-15,,Continue the former business model of The Hope Chest. A local thrift store.,General Retailer,Retail,-120.669003270459,35.275441545055,203,0,C,002-509-014,17157.112073974666,False,Commercial,False,815.4425085102488
SLO Toffee Company,Home Occupation,1751 CORDOVA DR,2011-05-26,2013-12-31,"Selling Candy At Craft Fairs, Orders And Online",General Retailer,Retail,-120.706876642483,35.266441807092,5398,1,R-1,053-281-013,9610.330987957384,False,Residential,True,12444.010166268248
Slo Town Barbershop,Beauty Salon,1259 LAUREL LN STE B,2005-02-23,2019-06-30,Barbershop,General Service,Service,-120.640181939113,35.265755289665,7681,1,C,004-961-087,94157.21015825246,False,Commercial,False,7403.486938961163
SLO Town LuLaRoe,Home Occupation,1752 OCEANAIRE DR,2015-02-18,2017-06-30,Women's Clothing Home Parties,General Retailer,Retail,-120.683866044164,35.257888623704,4034,1,R-1,004-631-010,10203.92878407602,False,Residential,True,8448.641333973372
Slo Town Realty,Real Estate Agent,1303 HIGUERA ST,1996-04-05,2006-11-14,,Professional Service,Service,-120.656415287015,35.283613253829,10927,1,O,002-334-020,5349.112617494581,False,Office,False,648.7978431152176
SLO Trailer Company,Homestay,2357 BOULEVARD DEL CAMPO,2017-06-07,,Trailer Rental Service/Homestay,General Retailer,Retail,-120.649287493379,35.269959345709,3194,0,R-1,004-766-011,5903.551051764778,False,Residential,False,4460.987846156856
