DBA,Business type,Bus address,Start date,Close date,License description,Rate type (STD),closure_time,censor,type,longitude,latitude
Pyra Coffee Company LLC,Manufacturing,285 PRADO RD D,12/7/2017,6/30/2025,Coffee Roasting,General Retailer,3010,1,Retail,-120.6650073,35.25398187
Q-Flex,Home Occupation,3340 JOHNSON AVE,5/12/2015,12/31/2022,On-Line Retail,General Retailer,3950,1,Retail,-120.635842,35.2656965
Qing Fang Feng,Massage,2240 EMILY ST STE 110,9/3/2014,3/31/2020,Massage Therapist,Massage Therapist,4201,1,Service,-120.6548702,35.26945261
Qing Xia Ji,Massage,12324 LOS OSOS VALLEY RD,2/8/2022,7/5/2022,Body & Foot Massage,Massage Therapist,1486,1,Service,-120.683686,35.24798099
"Quality Caregivers, LLC",Home Occupation,1001 GOLDENROD LN,10/25/1996,3/31/2013,Home Health Care Facility,General Service,10723,1,Service,-120.6343978,35.24355208
Quality Rubber Sourcing Inc,"Wholesale, Distributors",3563 SUELDO ST Q & R,2/20/2007,6/30/2009,"Rubber, Plastic & Metal Goods",General Wholesaler,6953,1,Other,-120.6655764,35.25145253
"Quality Rubber Sourcing, Inc.","Wholesale, Distributors",3988 SHORT ST STE 110,12/18/2012,1/10/2018,Import/Distribution Of Plasric & Rubber Seals,General Wholesaler,4825,1,Other,-120.6725231,35.24424214
Quanstrom Appraisal Service,Home Occupation,1741 CORRALITOS AVE,5/27/2009,3/1/2020,Real Estate Appraisals,Professional Service,6126,1,Service,-120.6494605,35.28626051
Quantum Cakes,Retail,267 TANK FARM RD,2/14/2020,9/30/2023,Building& Decorating Cakes,General Retailer,2211,1,Retail,-120.6654243,35.24674587
Quantum Digital,Manufacturing,829 BUCKLEY RD,4/16/2012,5/1/2014,Digital Printing & Binding,General Manufacturer,5071,1,Other,-120.6391476,35.23492689
Quarterdeck The,Restaurant,1850 MONTEREY ST,3/16/2004,6/18/2008,,General Retailer,8024,1,Retail,-120.6513619,35.28894549
Que Pasa Mexican Cafe,Restaurant,1009 MONTEREY ST,6/27/2013,9/30/2016,Mexican Food Restaurant,Downtown Association,4634,1,Downtown Association,-120.661118,35.28182605
Queen Of The Klean,Home Occupation,3860 S HIGUERA ST SPC D28,12/4/2014,2/9/2026,Housekeeping Services,General Service,4109,1,Service,-120.6732622,35.24758348
Quercus Planning And Consulting,Home Occupation,755 ROUGEOT PL,6/18/2009,3/1/2011,"Planning, Transportation Planning, Air Quality, Ghg",General Service,6104,1,Service,-120.6704052,35.29309586
"Questa Care, Inc",Medical Services,4251 S HIGUERA ST STE 800,8/18/2010,1/31/2018,Export Medical Products,General Retailer,5678,1,Retail,-120.676363,35.241632
Quick Draw Window Coverings,Retail,2300 BROAD ST,2/24/1999,12/31/2007,,General Service,9871,1,Service,-120.655096,35.26804537
Quiet Earth Maintenance & Landscaping Services,Home Occupation,755 CHORRO ST,5/27/2009,3/5/2012,Zero-Carbon Maintenance & Landcape Service,General Service,6126,1,Service,-120.6653032,35.28255821
Quivers International,Business/ Services/ Professions,142 CROSS ST 200,12/1/2016,11/8/2018,Online Service For Sales Support,General Service,3381,1,Service,-120.6719387,35.24594535
Quiznos Sub,Restaurant,3000 BROAD ST B111,2/23/2001,10/17/2007,,General Service,9141,1,Service,-120.6507408,35.26243522
Quiznos Subs,Restaurant,799 E FOOTHILL BLVD STE A,3/30/2004,11/18/2011,,General Service,8010,1,Service,-120.6710495,35.29404086
R & D Fastlaben,Rental- Residential,1136 IRIS ST,4/16/1992,10/31/2013,,Residential Rental,12376,1,Rental,-120.65341,35.27613588
R & H Properties,Home Occupation,543 CUESTA DR,1/23/2008,7/28/2020,Property Manager,General Service,6616,1,Service,-120.6774947,35.29923456
R & M Rentals,Rental- Residential,3122 ROCKVIEW PL,9/21/2010,10/29/2024,Real Estate,Residential Rental,5644,1,Rental,-120.6516186,35.26069676
R & R Word Processing & Design Serv,,446 SANDERCOCK ST,7/1/1982,7/20/2006,,General Service,15953,1,Service,-120.6626311,35.27125046
R & S General Contracting,Home Occupation,207 BRANCH ST STE B,1/16/2017,1/13/2019,"General Contractor - Home Remodel, Additions, New, Light Commercial",Contractor,3335,1,Service,-120.6677442,35.27015404
R A Davidson & Associates,Consultant,1334 OCEANAIRE DR,5/10/2005,11/1/2012,,Professional Service,7604,1,Service,-120.6889325,35.26414584
R Cam & Sigrid Camarena 2001 Family Trust,Rental- Residential,372 PATRICIA DR,9/21/2010,7/1/2018,Residential Rental Property,Residential Rental,5644,1,Rental,-120.683546,35.29717682
R Cleath Massage,Home Occupation,1390 OCEANAIRE DR,10/11/2018,9/1/2020,Outcall Massage Therapy,General Retailer,2702,1,Retail,-120.6868006,35.26278208
R D & R A Wood,Rental- Residential,2 RENTAL LOCATIONS,3/25/1992,2/13/2025,Rental-Residential,Residential Rental,12398,1,Rental,0.0,0.0
"R D Solutions, LLC",Software Development,2137 BEEBEE ST,10/6/2015,12/9/2015,Restaurant Management Software Service,General Service,3803,1,Service,-120.6679955,35.27053647
R Drew Washer,Home Occupation,419 SANDERCOCK ST,1/1/1991,4/1/2024,,Professional Service,12847,1,Service,-120.6631654,35.27113587
R F Martin,Rental- Residential,1806 HUASNA DR,3/30/1992,1/20/2012,,Residential Rental,12393,1,Rental,-120.6863457,35.25592608
R H Porter / Osos St,Rental- Residential,3 LOCATION PROPERTY RENTALS,9/3/2010,6/13/2012,,Residential Rental,5662,1,Rental,0.0,0.0
R J Minfocon Enterprises,Home Occupation,427 LAWRENCE DR,3/19/2007,8/29/2007,Downloadable Ebooks,General Retailer,6926,1,Retail,-120.6576203,35.26400787
R L & K L Lonsbrough,Rental- Residential,2 LOCATION PROPERTY RENTALS,10/4/2010,7/1/2017,Rental,Residential Rental,5631,1,Rental,0.0,0.0
R M S Companies,Home Occupation,1102 SEAWARD ST,1/25/2016,7/31/2016,Internet Marketing Consulting & Food Blog,General Service,3692,1,Service,-120.6841271,35.25855556
R Marc Johnston D C,Medical Services,1150 GROVE ST,7/1/1982,3/28/2019,Chiropractic Care,Professional Service,15953,1,Service,-120.6526122,35.28596475
R Michael Devitt,Legal Services,1235 PALM ST,7/1/1974,12/21/2020,,Professional Service,18875,1,Service,-120.6588074,35.28455418
R S M Construction,Home Occupation,1154 PEACH ST,2/17/2016,6/29/2016,Installation Of Solatube Skylights; Chimney Sweeping,General Service,3669,1,Service,-120.6614149,35.2855915
R W Andrews Family L L C,Rental- Residential,3611 JOHNSON AVE,8/31/2010,4/7/2017,,Residential Rental,5665,1,Rental,-120.6358702,35.26267263
R W Boyd Construction,Contractor- General,269 CRAIG WAY,3/15/2018,2/17/2021,General Contractor,Contractor,2912,1,Service,-120.6817503,35.29590227
R W Ross Construction,Home Occupation,1296 LAGUNA LN,4/1/1992,3/25/2014,Construction,Contractor,12391,1,Service,-120.6952617,35.26261971
R&L Garden,Home Occupation,2013 SWAZEY ST,3/13/2008,6/23/2009,Garden Maintenance And Design,General Service,6566,1,Service,-120.6543612,35.27376804
R. Gregg & Anne Albright,Rental- Residential,1831 PORTOLA ST,9/2/2010,6/16/2014,,Residential Rental,5663,1,Rental,-120.7037759,35.2622919
R. P. Ramsay Construction,Contractor- General,5020 CABALLEROS AVE,1/1/1989,12/31/2016,,Contractor,13577,1,Service,-120.6328948,35.21971365
R.L. Hopkins Engineering Services,Home Occupation,4558 WAVERTREE ST,5/19/2008,10/29/2012,Engineering Consulting Services,Professional Service,6499,1,Service,-120.6283509,35.24636455
Ra Mcconaghay,Contractor- General,234 BROAD ST,3/23/2005,6/25/2007,,Contractor,7652,1,Service,-120.671018,35.28770255
Raanan & Mary P. Doron Trust,Rental- Residential,1106 OCEANAIRE DR UNIT 42,12/12/2016,6/30/2023,Residential Rental Property,Residential Rental,3370,1,Rental,-120.6934482,35.26080479
Rachael Willey Nutrition Services,Health Spa/Fitness,1537 BEACH ST,9/3/2009,6/30/2011,Offer Medical Nutrition Therapy Counseling,General Service,6027,1,Service,-120.6640996,35.27392264
Rachel Birch,Beauty Salon,3212 BROAD ST STE 130,1/31/2008,9/20/2013,,General Service,6608,1,Service,-120.6495963,35.26090645
Rachel M. Zimmerer-Zaayer Trust,Rental- Residential,225 LA CANADA DR,9/2/2015,7/1/2018,Residential Rental Property,Residential Rental,3837,1,Rental,-120.6788915,35.29546802
Rachel Nelson Massage,Massage,894 MEINECKE AVE STE D,11/5/2014,5/31/2023,Sports Massage Therapy,Massage Therapist,4138,1,Service,-120.667613,35.2924532
Rachel Owens Massage Therapy,Massage,1150 GROVE ST,5/21/2015,11/21/2016,Massage Therapy,Massage Therapist,3941,1,Service,-120.6526122,35.28596475
Rachel's Bookkeeping Services SLO,Home Occupation,128 CERRO CT,1/25/2022,3/31/2023,Bookkeeping & Notary Services,General Service,1500,1,Service,-120.6856871,35.29495643
Rachelle Storti,Massage,560 HIGUERA ST STE F,6/13/2011,6/10/2012,Therapeutic Massage & Spa Services,Downtown Association,5379,1,Downtown Association,-120.666578,35.27769432
Rackandroll,,256 VIA SAN BLAS,4/15/2004,9/25/2006,,General Wholesaler,7994,1,Other,-120.6661817,35.25640414
"Radakovich, Shaw & Blythe, LLP","Accounting,Auditing/CPA/Tax Service",3220 S HIGUERA ST STE 201,7/1/1981,10/31/2018,,Professional Service,16318,1,Service,-120.6687225,35.25665878
Radding Living Trust,Rental- Residential,82 DEL ORO CT,8/31/2010,6/30/2016,,Residential Rental,5665,1,Rental,-120.6787413,35.24336083
Radiant Dawn Inc,Home Occupation,1138 SEAWARD ST,7/3/2007,5/26/2009,Business Management,General Service,6820,1,Service,-120.6848303,35.25825442
Radify Project,Home Occupation,1262 MURRAY AVE #33,6/18/2018,12/1/2018,"Sell Products Online, Specializing In Apparel",General Retailer,2817,1,Retail,-120.6620674,35.29094611
"Radix Services, LLC",Contractor- General,3450 BROAD ST STE 107,5/1/2023,4/24/2025,,General Retailer,1039,1,Retail,-120.6471832,35.25684731
Radmilla Zivkovich,Rental- Residential,75 CHUPARROSA DR,3/11/1992,9/29/2010,,Residential Rental,12412,1,Rental,-120.6758605,35.24482074
Rae Cicchi Studio,,1603 CHORRO ST,2/11/2004,6/10/2009,,General Service,8058,1,Service,-120.6594122,35.27593214
Rae Of Light,Home Occupation,1277 ALDER CT,11/29/2011,9/12/2012,Yoga Teacher,General Service,5210,1,Service,-120.6311033,35.24733944
Rafael Diaz Painting & Window Washing,Repair Services,560 HATHWAY AVE 4,1/5/2018,6/30/2018,Home Maintenance And Repair,General Service,2981,1,Service,-120.6613712,35.29073977
Raffy Maksoudian,Rental- Residential,3150 ROCKVIEW PL #5,9/10/2010,7/31/2023,Rental-Residential,Residential Rental,5655,1,Rental,-120.6514556,35.26048749
Ragtag Wine Co.,Alcoholic Beverage,779 HIGUERA ST,6/26/2020,7/31/2023,Winery Tasting Room,Downtown Association,2078,1,Downtown Association,-120.663232,35.27957835
"Railroad Broad, L L C",Rental- Residential,3591 SACRAMENTO DR APT 57,9/13/2010,12/12/2012,Residential Rental Property,Residential Rental,5652,1,Rental,-120.6420819,35.25520618
Rainbow Auto Painting & Body,Auto Mechanic/Detailer/Services,760 FRANCIS AVE,1/4/1988,4/18/2025,Automotive Paint & Repair,General Service,13940,1,Service,-120.6526631,35.26613368
Rainbow Auto Painting And Body Inc,Auto Mechanic/Detailer/Services,767 FRANCIS AVE,7/5/2011,4/18/2025,Auto Body Repair,General Service,5357,1,Service,-120.6525219,35.26607141
Raised Impressions,Home Occupation,199 DEL NORTE WAY,8/18/2008,12/20/2011,Braille Transcription,General Service,6408,1,Service,-120.683132,35.29332986
Rakesha Elliot Salon Glo,Beauty Salon,3212 BROAD ST STE 130,7/9/2003,9/1/2011,,General Service,8275,1,Service,-120.6495963,35.26090645
Raku SLO,Restaurant,857 HIGUERA ST,8/29/2011,1/25/2014,Japanese Restaurant,Downtown Association,5302,1,Downtown Association,-120.6621515,35.28021904
Rall Revocable Family Trust,Rental- Residential,1351 ROYAL WAY #21,8/30/2010,10/13/2016,Rental - Residential,Residential Rental,5666,1,Rental,-120.6915365,35.2592573
Ralph & Elaine Rudser,Rental- Residential,485 WOODBRIDGE ST,3/16/1992,9/24/2007,,Residential Rental,12407,1,Rental,-120.6591082,35.26680818
Ralph A Kettelkamp,Rental- Residential,324 N CHORRO ST,4/13/1992,6/20/2022,,Residential Rental,12379,1,Rental,-120.6722153,35.29583002
Ram Enterprises,Rental- Commercial,202 TANK FARM RD STE B,10/9/1989,6/16/2011,,Residential Rental,13296,1,Rental,-120.668102,35.24686046
Ramirez Condo Rental,Rental- Residential,2250 KING CT #3,9/17/2010,6/30/2021,Condo Rental,Residential Rental,5648,1,Rental,-120.6620981,35.26809576
Ramirez Consulting,Home Occupation,628 WOODBRIDGE ST,11/18/2015,4/15/2023,Planning & Engineering Consultant,Professional Service,3760,1,Service,-120.6562172,35.26735077
Ramirez House Cleaning,Home Occupation,1255 ORCUTT RD SPC B24,9/15/2011,12/15/2021,House Cleaning,General Service,5285,1,Service,-120.6406578,35.26133487
Ramzi & Cynthia Shamieh,Rental- Residential,1781 TONINI DR,10/12/2010,4/26/2016,Rental - Residential,Residential Rental,5623,1,Rental,-120.6910501,35.2542746
Randal S Jaqua,Rental- Residential,1260 LAGUNA LN,11/9/2010,9/24/2013,Residential Rental Property,Residential Rental,5595,1,Rental,-120.6945677,35.26316913
Randall & Sherry Reed,Rental- Residential,277 RAMONA DR,12/22/2009,1/10/2014,Own Property That Son & Friends Occupy,Residential Rental,5917,1,Rental,-120.6808061,35.29283486
Randall Harris,Rental- Residential,115 RAMONA DR,7/22/2010,3/31/2013,Residential Property Rental,Residential Rental,5705,1,Rental,-120.685758,35.29261886
Randall R & Judith B Harris,Rental- Residential,340 E FOOTHILL BLVD,12/28/2000,6/19/2015,,Residential Rental,9198,1,Rental,-120.6793591,35.29419416
Randie Terese Molinelli,Massage,1238 MONTEREY ST UNIT 110,12/9/2016,6/30/2017,Massage Therapist,Massage Therapist,3373,1,Service,-120.6580653,35.28378603
Randolph S Lawrence Md,Medical Services,620 CALIFORNIA BLVD R,7/1/1993,12/1/2008,,Professional Service,11935,1,Service,-120.6570324,35.28885817
Randy & Karen Pauly,Rental- Residential,1944 MCCOLLUM ST,9/15/2003,4/14/2017,,Residential Rental,8207,1,Rental,-120.6512819,35.29424136
Randy Walter,Rental- Residential,1284 ELLA ST,10/17/2017,5/3/2022,Residential Rental,Residential Rental,3061,1,Rental,-120.6503886,35.27658667
Rangel's K-9 Obedience,Recreational Services,648 FELTON WAY A6,9/15/2003,6/14/2007,,General Service,8207,1,Service,-120.6748891,35.29710504
Rapid Auto Sales,,2978 S HIGUERA ST,6/23/2004,1/15/2010,,General Wholesaler,7925,1,Other,-120.6688419,35.25957044
Rapid Modeling Co,Architect,859 CALIFORNIA BLVD A,6/13/2005,1/2/2007,,Professional Service,7570,1,Service,-120.6555399,35.28706532
Rapid Rubbers,Home Occupation,1117 VISTA DEL LAGO,6/15/2009,10/27/2010,Sell Prophylactics Online Only,General Retailer,6107,1,Retail,-120.6947654,35.26491779
Ras Enterprises,Home Occupation,1621 GATHE DR,6/27/1995,12/31/2013,,General Wholesaler,11209,1,Other,-120.6984066,35.26037468
Ratliff Welding & Machine Shop,Repair Services,245 HIGUERA ST,7/1/1982,1/1/2016,,General Service,15953,1,Service,-120.6699475,35.27096426
"Rattlers Baseball Development Group, Inc.",Home Occupation,241 PRADO RD,11/1/2006,6/11/2013,Summer Collegiate Baseball Club,General Service,7064,1,Service,-120.6660312,35.25397796
Raul J Cano / Patricia Cano,Rental- Residential,750 CHORRO ST APT 15,9/9/2010,5/23/2011,,Residential Rental,5656,1,Rental,-120.6652144,35.28265378
Ravatt Albrecht & Assoc Inc,Architect,1371 PACIFIC ST,1/17/2001,8/4/2022,Architect / Engineer,Professional Service,9178,1,Service,-120.6542285,35.28284882
Rave Hair Studio,Beauty Salon,1435 MONTEREY ST,9/5/1986,6/30/2020,Beauty Salon,General Service,14426,1,Service,-120.6552397,35.28555286
Ray & Jane Huston Rental Unit,Rental- Residential,1360 LAUREL LN,8/31/2010,8/14/2012,Condominium Rental,Residential Rental,5665,1,Rental,-120.6392417,35.26725514
"Ray E Crosno And Sandra J Crosno, Trustees",Rental- Residential,1438 NIPOMO ST,9/28/2010,5/11/2022,Residential Rental Property,Residential Rental,5637,1,Rental,-120.663308,35.27557863
Ray H Morton,Rental- Residential,2 LOCATION PROPERTY RENTALS,8/13/2010,6/14/2011,Property Rental,Residential Rental,5683,1,Rental,0.0,0.0
Raymond & Letitia Moore,Rental- Residential,250 WARREN WAY,3/12/1992,9/1/2014,,Residential Rental,12411,1,Rental,-120.6821323,35.29760246
Raymond Ensing Structural Integration,Professional,697 HIGUERA ST C,8/1/1988,10/8/2009,Professional Services/Education,Downtown Association,13730,1,Downtown Association,-120.6645224,35.2788031
Raymond J And Brook V Soto,Rental- Residential,76 DEL ORO CT,2/10/2011,11/2/2016,Residential Rental Property,Residential Rental,5502,1,Rental,-120.6787203,35.24334867
Raymond Ramirez,Barber,1033 CHORRO ST,1/4/2019,10/26/2021,Barber - Haircuts And Shaves,Downtown Association,2617,1,Downtown Association,-120.6631395,35.28008659
Rayven's OT services,Medical Services,207 HIGUERA ST APT 303,9/25/2023,4/24/2025,,Professional Service,892,1,Service,-120.6701833,35.26976594
Raz Industries,Misc Business Services,1720 JOHNSON AVE,9/13/2005,6/30/2012,,Professional Service,7478,1,Service,-120.6510823,35.27979613
Razz Enterprises,Retail,481 MADONNA RD D,1/31/2002,6/12/2007,,General Retailer,8799,1,Retail,-120.6797408,35.26150413
Razzari Family Trust,Rental- Residential,3250 FLORA ST,10/28/2010,2/22/2018,Residential Rental Property,Residential Rental,5607,1,Rental,-120.6344574,35.26620541
RBC Capital Markets Corporation,Financial Institution,656 SANTA ROSA ST STE 3B,2/4/2003,10/13/2010,,General Service,8430,1,Service,-120.6623681,35.28549069
Rbenjaminross Photography,Home Occupation,1750 PREFUMO CANYON RD APT 61,1/17/2012,7/29/2013,Photography,Professional Service,5161,1,Service,-120.7012179,35.26129631
RCrafty Creations,Home Occupation,365 BUCHON ST APT A,11/12/2009,11/22/2010,Online Craft Store Selling Cricut And Provo Products,General Retailer,5957,1,Retail,-120.6661011,35.27310565
Rcs Automotive,Auto Mechanic/Detailer/Services,835 CAPITOLIO WAY 6,3/1/1995,11/27/2007,,General Service,11327,1,Service,-120.6438479,35.25745121
RDJ Fabrication,Manufacturing,200 SUBURBAN RD STE E,12/26/2013,1/6/2015,Fabricating Sheet Metal,General Manufacturer,4452,1,Other,-120.6693506,35.24407712
Rdl Designs,,979 OSOS ST STE B2,7/1/1982,10/30/2010,,Downtown Association,15953,1,Downtown Association,-120.6615643,35.28195297
Readers Choice Of The Central Coast,,720 AEROVISTA PL STE,10/29/2003,10/11/2010,,General Service,8163,1,Service,-120.6401726,35.24303934
Real Estate Group Of SLO,Real Estate Agent,962 MILL ST,6/1/1985,2/23/2015,,General Service,14887,1,Service,-120.6632067,35.2833085
Real Estate Rental,Rental- Residential,990 GOLDENROD LN,7/29/2019,9/23/2025,Residential Rental,Residential Rental,2411,1,Rental,-120.6350841,35.24382816
Real Love Records,Home Occupation,518 SERRANO DR,12/4/2006,7/13/2013,Record Label,General Service,7031,1,Service,-120.6764444,35.29042946
Real Presley Lawn Service Landscaping,Home Occupation,1375 PACIFIC ST,9/15/2021,12/31/2021,Lawn Service Maintenance,General Service,1632,1,Service,-120.6541793,35.2828822
"Really Right Stuff, LLC",Retail,205 HIGUERA ST,5/12/2009,11/5/2012,Design & Sell Camera Support Equipment - Internet And Mail Order,General Retailer,6141,1,Retail,-120.6701957,35.26970287
Really Right Systems,Home Occupation,1157 MADONNA RD,10/20/2009,2/14/2011,Custom Ordered And Hand Assembled Computers,General Service,5980,1,Service,-120.6857154,35.25868056
Reay Property,Rental- Residential,142 N TASSAJARA DR,9/7/2010,9/3/2021,Single Family Home,Residential Rental,5658,1,Rental,-120.6780785,35.29443935
Rebalance 10,Health Spa/Fitness,1360 MARSH ST STE A,9/16/2010,7/11/2012,Ergonomics To Businesses Social Services,Professional Service,5649,1,Service,-120.655148,35.2835518
Rebeca Ponce,Home Occupation,5875 EDNA RD,8/27/2012,5/5/2015,Entertainment,General Service,4938,1,Service,-120.6176406,35.21815194
Rebecca O'Dette,Rental- Residential,11295 LOS OSOS VALLEY RD #21,9/20/2010,7/1/2020,Residential Rental Property,Residential Rental,5645,1,Rental,-120.6944039,35.26005705
Rebecca's Road Show,Secondhand Stores,581 STONERIDGE DR,11/1/2002,11/3/2006,,General Retailer,8525,1,Retail,-120.6541527,35.26319474
Rebekah Beck Law Hair,Beauty Salon,2103 BROAD ST,1/1/2021,1/1/2022,Stylist - Independent Contractor,General Service,1889,1,Service,-120.657639,35.27108328
Rebel Blonde,Beauty Salon,3594 BROAD ST STE 102,3/23/2009,9/4/2012,Hair Salon Including All Hair Services,General Service,6191,1,Service,-120.6459434,35.25428185
Rebellious Nature Screen Printing,Home Occupation,1616 PALM ST,11/30/2010,6/30/2013,Silkscreen Printing And Design Services For T-Shirts,General Service,5574,1,Service,-120.6536316,35.28775038
"Rec Americas, LLC","Wholesale, Distributors",3592 SACRAMENTO DR #170,6/11/2015,6/30/2017,Wholesale Solar Modules,General Wholesaler,3920,1,Other,-120.6420866,35.25536567
Reciprocity Technical Consulting,Home Occupation,1598 ETO CIR,8/14/2006,9/21/2009,Business And Technical Consulting,General Service,7143,1,Service,-120.6947154,35.25493762
Recorded,Recreational Services,130 S TASSAJARA DR,7/1/1966,6/28/2010,,Professional Service,21797,1,Service,-120.6779471,35.29098066
Recovery Physical Therpeutic Center,Medical Services,811 EL CAPITAN WAY 100,6/10/2004,9/19/2006,,General Service,7938,1,Service,-120.6418595,35.24655793
Recreated Spaces,Home Occupation,74 LAS PRADERAS DR,9/17/2012,10/18/2012,Redesign Homes And Stage Homes For Sale,General Service,4917,1,Service,-120.6758242,35.24558898
Recycle Resolves,Home Occupation,752 MISSION ST,2/22/2012,6/17/2017,Shoe Repair,General Manufacturer,5125,1,Other,-120.6703486,35.28869888
Red Bike Press,Printing/Publishing,1414 1/2 MORRO ST,10/21/2015,8/1/2019,"Desktop Publishing - Books, Literary Magazines Formatted On-Site",Professional Service,3788,1,Service,-120.6594316,35.27817536
Red Bug Educational Publishing,Home Occupation,1333 MILL ST,1/26/2009,9/5/2013,Printed Workbooks For Children,General Wholesaler,6247,1,Other,-120.6581494,35.28615883
Red Dog Landscape,Home Occupation,650 E FOOTHILL BLVD,11/27/2018,1/1/2022,Landscape Construction,Contractor,2655,1,Service,-120.6745803,35.29416001
Red Hot Pottery,Retail,940 CHORRO ST,2/20/2002,9/18/2013,Handmade Pottery,Downtown Association,8779,1,Downtown Association,-120.663884,35.2811335
Red Oak Security,Private Patrol/Security,3940-7 BROAD ST #133,5/25/2016,6/30/2021,Uniformed Security Officers & Patrol Services; Security Consultant,General Service,3571,1,Service,-120.6434446,35.24918791
Red Rubin,Home Occupation,1252 E FOOTHILL BLVD 9,9/27/2007,10/23/2008,Design & Screen Print,General Wholesaler,6734,1,Other,-120.6630622,35.29544189
Redbox Automated Retail LLC,Retail,1321 JOHNSON AVE,5/2/2008,5/9/2012,Automated DVD Rental Kiosk,General Retailer,6516,1,Retail,-120.6550975,35.28209027
"Redbox Automated Retail, L L C",Retail,771 E FOOTHILL BLVD,5/7/2010,10/28/2015,Automated D V D Rental Kiosk,General Retailer,5781,1,Retail,-120.6721523,35.29404086
"Redbox Automated Retail, L L C",Retail,158 HIGUERA ST,4/13/2010,2/4/2014,Automated Dvd Rental Kiosk,General Retailer,5805,1,Retail,-120.6703957,35.26912514
"Redbox Automated Retail, LLC",Retail,692 MARSH ST,6/8/2010,9/8/2022,Automated Dvd Rental Kiosk,Downtown Association,5749,1,Downtown Association,-120.6639498,35.27808506
"Redbox Automated Retail, LLC",Retail,1321 JOHNSON AVE,2/10/2014,10/28/2015,Automated Kiosk For Dvd Rentals/Sales,General Retailer,4406,1,Retail,-120.6550975,35.28209027
"Redbox Automated Retail, LLC",Retail,201 MADONNA RD,3/18/2010,12/15/2025,Automated Dvd Rental Kiosk,General Retailer,5831,1,Retail,-120.6757977,35.26428139
"Redbox Automated Retail, LLC",Retail,552 CALIFORNIA BLVD STE A,9/15/2010,10/31/2023,Automated Dvd Rental Kiosk,General Retailer,5650,1,Retail,-120.6603304,35.29105454
"Redbox Automated Retail, LLC",Retail,3900 BROAD ST,7/27/2012,11/30/2023,Unmanned Automated Kiosk For Dvd Rental/Sales,General Retailer,4969,1,Retail,-120.6437536,35.24971853
Redefined Property Services,Property Management,289 PRADO RD,9/22/2008,1/5/2010,Multi-Family And Commercial Renovation Contractors,Commercial Rental Property,6373,1,Rental,-120.6649375,35.25398187
Reed & Yvonne Spangler,Rental- Residential,2143 FLORENCE AVE,9/3/2010,7/9/2013,,Residential Rental,5662,1,Rental,-120.6530232,35.271349
Reeves Land Company,Rental- Residential,111 ORANGE DR,9/9/2010,9/29/2014,,Residential Rental,5656,1,Rental,-120.6606657,35.29542315
Refined Interior Solutions,Home Occupation,868 VISTA DEL ARROYO,1/25/2016,6/30/2017,Mobile Auto Interior Repair,General Service,3692,1,Service,-120.699072,35.26658853
Reflections- All About Faces,Beauty Salon,1150 GROVE ST,6/5/1998,6/30/2020,"Esthetician, Facials, And Waxing",General Service,10135,1,Service,-120.6526122,35.28596475
Refresh Cleaning Services,Home Occupation,1420 GALLEON WAY STE 8,6/28/2016,6/23/2017,Cleaning Services,General Service,3537,1,Service,-120.6903387,35.25993844
"Refugio Ranch Vineyards, LLC",Manufacturing,203 SUBURBAN RD UNIT 2,8/6/2012,6/30/2017,Winemaking,General Manufacturer,4959,1,Other,-120.6698729,35.24395989
Regal General Contractors Inc,Contractor- General,811 EL CAPITAN WAY 210,7/29/2008,10/1/2010,,Contractor,6428,1,Service,-120.6418595,35.24655793
Regenerate Group,Consultant,2300 SUNSET DR,12/14/2016,2/1/2019,Strategic Planning Consulting Services,Professional Service,3368,1,Service,-120.6422682,35.27504288
Reggio Kenneth J & Carol L Schulte Revocable Trust,Rental- Residential,11295 LOS OSOS VALLEY RD #5,10/12/2010,3/27/2015,,Residential Rental,5623,1,Rental,-120.6944039,35.26005705
Regier Condo Rental,Rental- Residential,1750 PREFUMO CANYON RD #18,9/3/2010,4/30/2015,,Residential Rental,5662,1,Rental,-120.7012179,35.26129631
Regina & Stuart Miyagishima,Rental- Residential,880 CORIANDER LN,9/29/2023,3/5/2025,,Residential Rental,888,1,Rental,-120.6452767,35.26004025
"Register My Service Animal, LLC",Home Occupation,3352 ROCKVIEW CT,9/19/2014,2/1/2016,ID Cards For Dogs And Cats,General Service,4185,1,Service,-120.6493366,35.25817677
Reid Cain Homestay,Homestay,1775 OCEANAIRE CT,2/11/2020,10/1/2021,AirBnB Homestay,General Service,2214,1,Service,-120.6844767,35.25746148
Reid Patterson,Home Occupation,195 BRIDGE ST,5/16/2017,1/15/2019,Massage Therapist,Massage Therapist,3215,1,Service,-120.6672333,35.26765613
Reids Auto Body Works,Auto Mechanic/Detailer/Services,1741-B MONTEREY ST,11/10/1992,12/31/2012,,General Service,12168,1,Service,-120.6522978,35.28791172
Reinhardt D. Quelle,Rental- Residential,411 E FOOTHILL BLVD # 3,7/1/2021,6/30/2022,rental property,Residential Rental,1708,1,Rental,-120.6778619,35.29407525
Reiss Family Trust,Rental- Residential,2221 KING CT #33,9/1/2010,3/15/2015,,Residential Rental,5664,1,Rental,-120.6622385,35.26813782
Rejuvenation Medical Skincare,Personal Services,805 AEROVISTA PL STE 106,8/8/2005,1/12/2016,,Professional Service,7514,1,Service,-120.642355,35.24097
